dates,diamonds,butter,cars,cucumber,bananas
2018-02-09,2.131644043370372,2.223630581416817,2.9862228125677697,1.077614353140441,5.379356960944029
2018-02-12,2.0428942720240815,2.158642388219382,2.993574061792696,1.0739471215440712,5.274289351287636
2018-02-13,2.048841055854223,2.044332601234295,2.955616742367741,1.072960261783923,5.71120727953917
2018-02-14,2.1306338285102093,1.9545616620511306,2.9109468300673287,1.073139849075063,5.192618869199662
2018-02-15,2.127268036152923,1.8901629847144525,3.2085709990216085,1.0707665047730026,5.173783546853434
2018-02-16,2.125083263523516,2.314747749583143,3.1838872661077984,1.0151531794281934,5.376434548915694
2018-02-19,2.1203546668660396,2.1791356865524736,3.1589212467809573,1.0655372975014235,6.1354941303328605
2018-02-20,2.003922474446466,2.1540537836078397,3.1529199523551075,0.9682044734877334,5.1605347367812735
2018-02-21,2.1055609234771304,2.0757989396213303,3.1340430999711675,1.0605585343959538,5.2579143000388235
2018-02-22,2.1086591316832983,2.2864541811165875,3.1154897771539276,1.0607861750171268,5.7294074289505454
2018-02-23,2.1214770569438794,2.4107988740474164,2.8579443044743185,1.0562172361816715,5.244110584085786
2018-02-26,2.1134641406190577,2.407260350436125,2.860045742219809,1.0642955421247497,5.094750294443465
2018-02-27,2.0948408804217378,2.321304447210154,2.825493837500022,1.0622185004558489,5.098690089805316
2018-02-28,2.102177570308406,2.301446499129631,2.8255997147666743,1.062823854497758,5.18662491172061
2018-03-01,2.082433380479669,2.2744807184434537,2.8694941598068473,0.9712563664737732,4.831379888334814
2018-03-02,2.1015412616703144,2.139784146874276,2.831330191905903,0.9708801101913924,4.9517407409700915
2018-03-05,2.1272047271174683,2.0410149277411422,2.8172114943535775,1.0405458976414432,5.526723740406278
2018-03-06,2.121788515919316,1.9731716669044401,2.76990111743352,1.0392853933708763,5.556518077483429
2018-03-07,2.119086568257126,2.0129990691192186,2.770721567340634,1.0349290822750277,5.578894282256166
2018-03-08,2.114990630629515,2.093352904399701,2.744361565438792,1.025825770126018,5.154329416720472
2018-03-09,2.111552061069203,2.5574811937581052,2.6987486790409942,1.0135210421672007,5.100156600194238
2018-03-12,2.1074398220571635,2.3275909608203755,2.6402008437632105,1.0095800002912558,5.652832859703429
2018-03-13,2.1008808050741985,2.1751439541926967,2.6147011421674105,1.0309403367203593,5.421330407294939
2018-03-14,2.1171834816440547,2.4842129203129875,2.7419097996946413,1.0730170168072088,5.172936901801788
2018-03-15,2.1102870977055894,2.4125551863257737,2.684275092488597,1.0240259323404015,5.195566380064348
2018-03-16,2.1080527479688635,2.497317733491935,2.6466615896705865,1.01304906305175,5.1301256464449505
2018-03-19,2.1076820412347987,2.4022344161734286,2.6147857167902284,1.0021918788591515,5.0586321268698455
2018-03-20,2.1039682559234616,2.326161843872963,2.69436891209969,1.0101571665927884,5.065863282003638
2018-03-21,2.0989237036818738,2.2842475207492843,2.6468271526263316,1.0578401843428644,4.9692022489376235
2018-03-22,2.0956733952389377,2.249308937896067,2.586260975010796,1.0673404889148894,5.031840287706422
2018-03-23,2.1107632772250766,2.197963098610007,2.542964355464736,1.0696989823588983,5.197044161285308
2018-03-26,2.1058074026504934,2.1518869387837687,3.088025646477304,1.0644274568659335,5.087739639276327
2018-03-27,1.9209711523183206,2.1129104047131793,2.956807463930647,1.0592355800961137,4.952173739312837
2018-03-28,1.8886284780601943,2.0841004256707945,3.0559255886176606,1.052763597293007,5.101649125390843
2018-03-29,1.8955131304861872,2.162111721259653,2.9687259466881932,1.049735853259015,4.979168836754347
2018-03-30,1.8476155549822186,2.1430954553578476,2.9133372626464733,1.0407858688363154,4.898990778798747
2018-04-02,1.8006786153600405,2.1199424404202922,2.8640051075016917,1.0393787521724733,5.030422403333554
2018-04-03,1.8314670950072454,2.1868503240832124,2.983882316941231,1.050457623003797,5.095367413177674
2018-04-04,1.8914389823985602,2.183173252108573,2.969533577162719,1.0380890783052314,4.9880366470313495
2018-04-05,1.9003896683390056,2.183926396601943,2.9666913461903066,1.021559646945078,4.98457630228992
2018-04-06,1.9155811637124722,2.195879702477322,2.92528876783226,1.046894470954952,6.588418673137623
2018-04-09,1.911192263134984,2.169390464005975,2.908364347407008,1.086013555315378,5.554511575629568
2018-04-10,1.8660334542786685,2.1705123184559234,2.8767341389968912,0.969951002898429,5.4517603911791825
2018-04-11,1.9159958693771366,2.1454920534169144,2.8492655362069432,0.9591626474456142,5.419588484162146
2018-04-12,1.9010083420494515,2.1608665426767377,2.829202370155503,1.0419656315350263,5.300773291490172
2018-04-13,1.8964713215057496,2.1231731728521783,2.6423250558971576,1.047691370809414,5.481561913604883
2018-04-16,1.941744358784621,2.0900522159162476,2.927026987176378,1.044190066228549,5.345540972357624
2018-04-17,1.9672464617846768,2.08792264045341,2.897612156089491,1.053792464103781,5.4041990273853795
2018-04-18,2.035436442808115,2.1152688507162987,2.865332944592854,1.0478099169192243,5.318980058988153
2018-04-19,2.0437488619390964,2.1080247305561173,2.8577173567726315,1.0621716129743708,5.49601326977443
2018-04-20,2.049887497771646,2.083119648208796,2.8420694130625757,1.070473605558239,5.435666128963309
2018-04-23,2.0370370245267506,2.110674648179048,2.818515982538619,1.0514066478438178,5.650305230264454
2018-04-24,2.033494098866736,2.0748597339555217,2.940870871095157,1.0392866727880694,5.469954445304506
2018-04-25,2.1383926639942032,2.041352151200011,2.890512669866256,1.021198185401032,5.691305034753307
2018-04-26,2.1358231094454467,2.0154686679393587,2.8559339401548245,1.023120561281892,5.693359372338296
2018-04-27,2.0319865550287015,2.0244774375280707,2.936398960954854,1.0156490215349514,5.494114373980907
2018-04-30,2.0255374505876502,2.026262714393547,2.896784665630146,1.051173540358828,5.396552960064954
2018-05-01,2.005315653836308,1.9881924260863508,2.8645389036380244,1.045167591873102,5.8261786153821
2018-05-02,2.013547158093357,1.9901206142449162,2.8759951531251433,1.0283582251875807,5.7367884039846695
2018-05-03,2.0365894060314704,2.0010069030827786,2.854215705012578,1.0241282920907344,5.620236415295134
2018-05-04,2.0368568671206844,1.9851176821366858,2.821941631951607,1.0139930269110202,5.6714074208974825
2018-05-07,2.043975055734403,2.0245495974478245,2.7875997582355554,1.0085422591303617,5.68317297696854
2018-05-08,2.039907209405338,1.9885785957875042,2.7567040461972163,0.9965420482553354,5.574532135240141
2018-05-09,2.059021587108516,1.9715243382917098,2.725267027331951,0.996916410562192,5.50702760648171
2018-05-10,2.0449312737865895,1.9394258747129591,2.7287119088749967,0.9989664156126894,5.463756154704159
2018-05-11,2.037321977303658,2.030081004563537,2.7092041109843783,0.9899169576867252,5.409311700105716
2018-05-14,2.045525782753133,2.0194312688895737,2.65804878652742,1.0626657546396736,5.345521777474414
2018-05-15,2.0541316565869385,1.9882764458536637,2.409859823414303,0.917306994338161,5.348329882429369
2018-05-16,2.0674868630307524,1.954505423944168,2.6928176071838257,0.9133405341948564,5.284253490158654
2018-05-17,2.061196711887982,2.002356862645944,2.7038718783697093,0.9465434302557507,5.281254446474286
2018-05-18,2.05136019100992,2.085832964183336,2.737635481042379,0.9500875482881478,5.208983266942318
2018-05-21,2.0439266802080835,2.0622304507929456,2.6672999225728304,0.9454272772686233,5.118912625118602
2018-05-22,2.046162914875208,2.0492879702192957,2.6273512355454542,0.9527870891154188,5.044732249381451
2018-05-23,2.038826705148632,2.0258163986195132,2.725454065044533,0.9336642377639012,4.965630778625912
2018-05-24,2.0344003931319943,2.047042778381587,2.6868569430023466,0.9833344397675291,4.94789000253417
2018-05-25,2.0293025549083126,2.0224658647974034,2.6478570461323843,0.978179725604703,5.014399745569561
2018-05-28,2.038942478965562,2.042039065556374,2.6993166094471412,0.9735626981692135,5.003386440772891
2018-05-29,2.030325572648622,2.0060205012925434,2.8783415401396457,0.9687473416599789,4.926858305913496
2018-05-30,2.027867979034964,2.0034110046438998,2.8675078085122467,0.9672220902350972,5.219640159547833
2018-05-31,2.0186593596571862,1.9656537709146495,2.8578098929954154,0.9620458249591067,5.155482836534609
2018-06-01,2.019162985554136,1.9366027755014894,2.8812659534594296,0.9576398340591585,5.106018199177441
2018-06-04,2.014508289338521,1.9922918425412581,2.841171068278517,0.9548432445726717,5.039091586247717
2018-06-05,2.003802426273227,2.189226320904781,2.759297042927188,0.9706267002403719,5.082736013121889
2018-06-06,2.0145116921057475,2.2046871389828464,2.6921058913097746,0.9805989781590628,5.018140354435468
2018-06-07,2.0056546733561618,2.209496564214467,2.6350486718907633,0.9768954646619359,4.938211759669624
2018-06-08,2.0015512866135845,2.177725608547216,2.5951221012854657,0.9746313308660198,4.844924740824497
2018-06-11,2.0086156922686578,2.1540270936121924,2.5666681140053247,0.9760828505039688,4.775165117277974
2018-06-12,2.000449365252559,2.13312168645823,2.5734057004470814,0.9736010381799712,4.65321722350811
2018-06-13,1.991362541330149,2.1072511579644826,2.5391794000140755,0.9864167791017519,4.529924902851561
2018-06-14,1.9838479702609433,2.0816817029898775,2.5306584717696237,0.9892514244288692,4.413349202339383
2018-06-15,1.9780597284494845,2.111493222832511,2.518872687442425,0.9884602822441626,4.350333161626354
2018-06-18,1.9848734562542707,2.084740497820205,2.469518322889623,0.9904807675546197,4.258138357264426
2018-06-19,1.9865032246184027,2.0438533486612207,2.70146110387554,0.987377295267399,4.265012764594107
2018-06-20,1.977341765964806,2.040495094976445,2.96991664362358,0.9989182978293171,4.113179611824138
2018-06-21,1.9918850458753588,1.9557669063073873,2.8834731554089488,0.9921682854343382,4.103298402616406
2018-06-22,1.9889440848675817,1.9047243570819932,2.757135120569381,1.0110689509878885,4.454525891013229
2018-06-25,1.9808545734045933,1.8595540360104597,2.9518923796541783,1.0083157440407549,4.386738343075935
2018-06-26,1.9777520845569476,1.812346118135293,2.85228252055626,1.0084954669784534,4.437812141438488
2018-06-27,1.9731247137698043,1.8099157356916626,2.736051593177361,0.9955607589576948,4.2766917109707485
2018-06-28,1.9878789452043537,1.787992426820821,2.6838482842492186,1.0026734463472524,4.917101125612155
2018-06-29,1.990188446983459,1.806698638278892,2.6860308033845697,0.9909119931462257,4.893401324451121
2018-07-02,2.008171707769016,1.8645071050545585,2.602291289455942,0.989615885157919,4.775079024056835
2018-07-03,2.0020331541115115,1.8293021640922418,2.6197582544836053,0.9899986440442503,4.714800268403394
2018-07-04,2.0001570873764303,1.8193332323272313,2.725373427154969,0.9878842032700892,4.6785857650001414
2018-07-05,1.9970353369989098,1.7698860678734183,2.611968360602148,0.9907725287116721,4.637358874260826
2018-07-06,2.004972575234574,1.8671676496647247,2.6039741469297484,0.9882894025865453,4.624237811653424
2018-07-09,1.990584291494191,1.8177007034592032,2.520420033821816,0.9849688522824395,4.488503534785329
2018-07-10,1.9904153594226017,1.7748266609821635,2.5191397113650718,0.9841217649138102,4.399407526446499
2018-07-11,1.983639881420624,1.7635257504442852,2.4604162895828554,0.9827212728688557,4.5400696955859425
2018-07-12,1.9911760120090336,1.741723948517419,2.3902267620090685,0.9851926402010591,4.657799966284074
2018-07-13,1.9862557875422475,1.7015223729498896,2.402326256452855,1.0790758958322646,4.552675653427469
2018-07-16,1.983403300664926,1.756487510986913,2.36557455119388,1.0708136731117024,4.4928360931457965
2018-07-17,1.9771336236418802,1.7354845000969583,2.409660716410961,0.9932503114545912,5.210127401635434
2018-07-18,1.9772839138509581,1.736614610788033,2.4482511577485107,1.0025559886302287,5.065527069864157
2018-07-19,1.9864591523218311,1.7530305756919269,3.295584228056991,0.9897946837723693,5.068877559276758
2018-07-20,1.9802255309230805,1.7559778731004716,3.0968703804066866,1.0524434628292216,4.927554323797672
2018-07-23,1.9754706698545403,1.7583932792228159,2.843465047910475,1.0243740904108534,4.908933353667323
2018-07-24,1.9766354391918262,1.7226066564299978,2.6669611387051644,1.0068274211253503,4.828993242262441
2018-07-25,1.9747744966261522,1.705121076735182,2.6322644326580025,0.9971075614305415,4.957480689673151
2018-07-26,1.974902621039248,1.6886347254278096,2.504046962550584,0.9815644965223371,4.776737472199249
2018-07-27,1.9704235449429643,1.7254293939366134,2.421450355829197,0.9813085348671667,4.301657217925617
2018-07-30,1.9638679665844503,1.7186790692902505,3.3429085582993445,0.9849259093069714,4.623791703906534
2018-07-31,1.976656854271097,1.7100623190982105,3.0607669158228448,0.9927458044648504,4.274152124254935
2018-08-01,1.975483560288508,1.6986687091001593,5.128002145144333,1.2109503540124595,4.237464598397935
2018-08-02,1.9704545087566991,1.6887697453638442,4.342837840592684,1.031970825232858,4.170213445479773
2018-08-03,1.979466773151024,1.6813274722598224,4.408696875930039,1.0143953554205831,4.069917977718704
2018-08-06,1.9775869612289771,1.7161115566870984,4.321409801386945,1.0314130406247948,3.979984384213389
2018-08-07,1.9707402866387476,1.7364578925553928,3.7463620264317017,0.9997156249303668,3.996503966084755
2018-08-08,1.9728105085270617,1.7164264390792028,3.373942550920887,1.0109330046585132,3.9083954662694183
2018-08-09,2.0139133580017154,1.7503109693902221,2.9952582463571025,1.0029109603033777,3.880018771830853
2018-08-10,2.0078995525655783,1.7494948200754703,2.7271316627556565,0.9965021045070244,3.7826681578051162
2018-08-13,2.0010251700675,1.67389889922839,2.6639234531212606,1.0302905517084875,3.861117836862314
2018-08-14,1.9914276243380935,1.666402262293584,2.555301920319171,0.9912391473921853,3.8672273238551975
2018-08-15,2.0184872334193886,1.6500519978393924,2.7316636043852154,0.9935917909880919,3.7953144184242196
2018-08-16,2.0081344747983683,1.6374554965226822,2.8368219284227663,0.9968853532915257,4.059810727547715
2018-08-17,1.9975903308619305,1.6383944234317773,2.863952181145639,1.074614504544757,4.010942096071493
2018-08-20,2.0005690097115756,1.6248054954733866,3.266123681308267,1.1145615024532873,4.050751823259815
2018-08-21,1.9740198520872998,1.5820757110237582,3.1839774393108775,1.5538231604691086,4.075806511060874
2018-08-22,1.980572027283769,1.6423438494200058,3.136793475203788,1.0697321395397754,4.184013767959425
2018-08-23,1.9859936342487008,1.60131807800857,3.2290030989049594,1.0800919876111421,4.151390322608883
2018-08-24,1.980701729458221,1.6203206767421328,3.041020371349328,1.0545976185539545,4.3049598566608465
2018-08-27,1.979590074931815,1.627699422462909,3.6173492714036737,0.9854030755261969,4.321740971143362
2018-08-28,1.9776341618291178,1.5955890235171815,3.6321957313120965,0.9789107856664497,4.033760102235789
2018-08-29,1.9798435544994502,1.557298166558386,4.755579544948984,1.2069497905378643,4.024239207694463
2018-08-30,2.003892413727295,1.5699552153274285,3.9632130749383694,1.2381190311811956,3.975286393286452
2018-08-31,2.003654053508872,1.7103268840276615,3.455641854117394,1.225881316579779,4.151333261461491
2018-09-03,1.992748904655344,1.67409749974395,3.751469057135953,1.0418190580173468,4.152761442133844
2018-09-04,1.9829887940542408,1.6761620340550123,4.066276508575815,1.0289126025851834,4.095658559297272
2018-09-05,1.9978054694607286,1.667653565948486,3.5165390058553787,1.0114205981401359,4.081478357242388
2018-09-06,1.9926805814806803,1.6239275653487852,4.096519898448122,1.0169945982724393,4.0620603393430095
2018-09-07,1.9911094766033544,1.6114226565705698,3.6221860694424537,1.0623102330874454,4.064844601560085
2018-09-10,1.9840712941783674,1.5908259842127026,3.1786583407986777,1.0036759128203319,3.9981649492759566
2018-09-11,1.98131114193346,1.5654976717852278,4.97405844774876,1.1029404228616182,3.978397944166544
2018-09-12,1.9772201616112133,1.6019055952318466,4.576146801663751,1.2895801747166546,4.274809521430356
